id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,created_at,sector,sub_sector,index_weight_pct,sales,interest,net_profit,price_date,close_price,pe,pb,dividend_yield,icr_label,year_int,prev_de,de_declining_yoy,sales_3y_ago,revenue_cagr_3yr,fcf_cagr_5yr,cfo_pat_ratio,fcf_positive,roe_score,roce_score,npm_score,fcf_cagr_score,cfo_pat_score,fcf_flag_score,rev_cagr_score,pat_cagr_score,de_score,icr_score,overall_rank
286,CANBK,Mar 2024,13.94,41.75,16.72,3.16,1.0,14.87,1.61,0.07,13296.0,1750.0,17.0,101.58,19.0,1369780.0,15046.0,18.18,85.78,53.42,45.92,2026-08-15 07:01:10,Financials,Public Sector Banks,2.96,110519.0,28646.0,15401.0,2024-03-01,1926.96,113.35,18.97,0.17,Watch,2024.0,15.85,True,70253.0,16.3,-5.34,0.9769,1.0,38.10682804894092,0.3827151903138267,39.55762357542652,56.62771285475793,74.59436303399465,100.0,52.45017967984316,100.0,0.0,0.2441047583670116,40
865,ONGC,Mar 2024,9.66,17.39,16.94,20.98,8.04,0.45,11.36,0.83,42060.0,57203.0,39.0,267.94,31.0,153181.0,99263.0,7.0,10.97,10.2,45.42,2026-08-15 07:01:10,Energy,Oil & Gas Exploration,4.49,591396.0,10194.0,57101.0,2024-03-01,7963.47,204.19,29.72,0.15,Strong,2024.0,0.51,True,303849.0,24.86,11.57,1.7384,1.0,32.86111360172149,79.70972633403132,10.272013631108134,48.7532523850824,13.058557599949381,100.0,13.63486733820528,15.750620763707142,99.33743492664458,100.0,41
494,HDFCBANK,Mar 2024,23.07,61.41,14.34,4.89,1.62,6.81,1.4,0.07,35669.0,16600.0,84.0,600.52,23.0,3107503.0,19069.0,21.95,23.87,15.42,43.04,2026-08-15 07:01:10,Financials,Private Banks,1.06,283649.0,124346.0,65446.0,2024-03-01,4213.19,50.16,7.02,0.46,Risky,2024.0,7.39,True,128552.0,30.19,,0.2914,1.0,22.45099329035653,1.5865284253009533,70.34189763301637,54.03364581995634,65.90621617579586,100.0,83.24077098987254,24.575513851653263,19.93886668234188,0.18545258530399958,47
1046,TATAMOTORS,Mar 2024,7.26,13.6,37.46,30.98,8.61,1.26,6.53,1.19,45133.0,22782.0,94.0,221.72,7.0,107262.0,67915.0,7.72,,,40.74,2026-08-15 07:01:10,Consumer Discretionary,Automobiles,0.91,437928.0,9986.0,31807.0,2024-03-01,472.67,5.03,2.13,1.39,Strong,2024.0,2.96,True,249795.0,20.58,,2.1352,1.0,100.0,11.617214117958376,14.84011711349675,28.170190321304556,89.89493093294018,100.0,11.015678254942054,13.14474104009358,23.583180987202926,2.068255995459061,51
982,SHREECEM,Mar 2024,8.45,22.02,8.37,20.21,6.21,0.08,19.83,0.73,1929.0,1418.0,480.0,5750.83,16.0,1656.0,3347.0,10.33,11.29,10.68,40.4,2026-08-15 07:01:10,Materials,Cement,2.86,20521.0,258.0,1733.0,2024-03-01,2496.01,5.2,0.43,3.08,Strong,2024.0,0.15,True,13560.0,14.81,7.24,1.9313,1.0,10.092824517459846,5.96482229488577,35.4235880398671,0.0,89.14709456610697,100.0,67.75682182985554,31.808901592486706,96.1783439490446,25.18425639927826,52
377,DMART,Mar 2024,4.99,8.08,13.56,21.29,11.98,0.03,73.29,2.4,278.0,2468.0,39.0,287.22,0.0,592.0,2746.0,20.48,22.97,22.74,40.05,2026-08-15 07:01:10,Consumer Discretionary,Retail,3.07,50789.0,58.0,2536.0,2024-03-01,345.62,8.86,1.2,0.0,Strong,2024.0,0.04,True,24143.0,28.13,,1.0828,1.0,0.0,3.603916509543181,1.8083701705034747,28.170190321304556,48.95650584084428,100.0,97.9959100204499,26.704243326597876,98.53747714808043,61.27784872995602,54
647,IRFC,Mar 2024,24.06,99.5,13.04,5.75,1.32,8.38,1.32,0.05,7906.0,8.0,5.0,37.63,31.0,412039.0,7914.0,19.07,23.25,20.11,39.06,2026-08-15 07:01:10,Financials,Speciality Finance,4.33,26645.0,20101.0,6412.0,2024-03-01,4629.56,925.91,123.03,0.03,Risky,2024.0,9.38,True,15771.0,19.1,,1.2342,1.0,13.899486909617151,2.1849558137916643,73.67995144648998,54.03364581995634,77.85542822234557,100.0,59.71904606337795,23.652070300863866,1.481307312485298,0.16310890032761413,57
787,MARUTI,Mar 2024,9.51,13.13,15.75,21.72,11.7,0.0,117.91,1.23,4936.0,11865.0,429.0,2727.26,29.0,119.0,16801.0,10.51,12.01,11.14,37.65,2026-08-15 07:01:10,Consumer Discretionary,Automobiles,1.36,141858.0,194.0,13488.0,2024-03-01,4101.92,9.56,1.5,3.03,Strong,2024.0,0.02,True,70372.0,26.32,10.03,1.2456,1.0,6.6160286565102915,3.9595117594522136,27.757046902807268,28.170190321304556,55.28943591020309,100.0,30.03408316291751,7.2778191357368165,100.0,100.0,63
943,RELIANCE,Mar 2024,8.79,18.07,9.96,12.97,4.5,0.58,7.73,0.51,45207.0,113581.0,51.0,1172.75,10.0,458991.0,158788.0,9.61,14.68,11.95,37.38,2026-08-15 07:01:10,Energy,Conglomerates,4.24,899041.0,23118.0,79020.0,2024-03-01,2412.97,47.31,2.06,0.21,Strong,2024.0,0.63,True,466307.0,24.46,,2.0095,1.0,1.569084551241816,21.871615279081517,7.624901113612848,51.18169991326973,20.854926004957925,100.0,30.818355388768182,40.64827863901751,93.18504495977284,59.25468627230891,64
852,NTPC,Mar 2024,11.95,28.83,13.27,12.93,4.45,1.48,4.6,0.37,8644.0,32141.0,21.0,165.73,36.0,237131.0,40785.0,12.22,8.74,8.45,31.97,2026-08-15 07:01:10,Energy,Power & Utilities,4.04,178501.0,12301.0,21332.0,2024-03-01,447.18,21.29,2.7,1.69,Healthy,2024.0,1.52,True,111531.0,16.97,,1.9119,1.0,16.40814130727157,21.582785760704734,17.23970060244629,51.18169991326973,18.04811834605407,100.0,48.00184343933109,0.7851822025367483,50.59157595835308,24.121674710966435,74
1059,TATAPOWER,Mar 2024,6.97,17.47,13.23,12.48,3.08,1.66,3.05,0.44,3569.0,9027.0,12.0,101.11,17.0,53689.0,12596.0,15.51,10.43,5.92,29.33,2026-08-15 07:01:10,Energy,Power & Utilities,4.19,61449.0,4633.0,4280.0,2024-03-01,2560.72,213.39,25.33,0.08,Healthy,2024.0,1.84,True,32703.0,23.4,-3.67,2.943,1.0,16.228817358558224,18.333453678965984,2.087263433335361,15.709019947961837,47.700775898264716,100.0,69.66225557969581,12.126702905845248,42.072882158069135,6.723537995285665,79
